Movie Name,United Kingdom,Spain,Italy,Germany,France,Poland,Sweden,Norway,Belgium,South Africa,Netherlands,Türkiye,Israel,Ukraine,Hungary,Denmark,Finland,Czech Republic,Switzerland,Slovakia,United Arab Emirates,Iceland,Bulgaria,Egypt,Romania,Greece,Croatia,Serbia and Montenegro,Lebanon,Mexico,Brazil,Venezuela,Argentina,Chile,Uruguay,Japan,Russia/CIS,Australia,Hong Kong,New Zealand,Malaysia,Singapore,Philippines,Taiwan,Thailand,Peru,Colombia,Central America+,Puerto Rico,Ecuador,Dominican Republic,Bolivia,Domestic,Austria,Portugal,Estonia,South Korea,Slovenia,Middle East Other,Lithuania,Pakistan,Czech Republic/Slovakia,Kenya,Latvia,Cyprus,Nigeria,North Macedonia,India,Indonesia,Vietnam,China,Kuwait,Bahrain,Qatar,Jordan,East Africa,Oman,Curaçao,Central America,Switzerland (German),Switzerland (French),Switzerland (Italian),Saudi Arabia,Jamaica,Lesser Antilles,Aruba,Middle East/UAE,Russia/CIS/Ukraine,Russia,Netherlands Antilles,Switzerland (French/Italian),West Indies,Bangladesh,South Africa/Nigeria,S/E/W Africa,Greece and Cyprus,Guatemala,Costa Rica,El Salvador,Panama,Honduras,Nicaragua,Sri Lanka,Paraguay
Premonition (2007),"$8,115,366","$5,052,136","$1,674,285","$2,245,518","$1,210,391","$598,927","$69,801","$18,392","$975,081","$401,884","$801,509","$1,064,031",,"$53,181","$280,881","$30,656","$52,461","$35,996","$165,749","$30,934","$199,555","$22,495",,,"$85,597","$338,691","$53,621",,"$6,401","$4,381,690","$1,374,835","$688,675","$537,519","$275,246","$17,153","$150,477","$895,975","$1,419,029","$140,460","$114,565","$53,289","$76,719","$198,532","$304,188","$10,094","$162,568",,,,,,"$25,414","$47,852,604","$358,125","$229,695",,,"$42,695",,,,,,,,"$8,402",,,,,,,,,,"$18,887",,,"$31,063",,,,,,,,,,,,,,,,,,,,,,,,,
Dead Silence (2007),"$156,056","$509,142",,,"$30,839",,,,,,,,,,,,,,,,"$284,805",,,"$88,470",,,,,"$20,765","$2,259,656",,"$406,973",,,,"$369,507",,,,,"$177,320","$241,580",,,,"$146,637",,"$327,885",,"$117,257",,,,,,,,,"$436,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reign Over Me (2007),"$153,210","$136,651","$20,357","$293,381",,,"$301,235",,,"$37,898",,,,,,,,,,,,,,,,,,,,"$304,502",,,,,,"$564,165",,"$689,957",,,,,,,,,,,,,"$17,113",,,,,,"$15,764",,,,,,,,,,,,,,,,,,,,,"$7,493",,,,,,"$17,800","$17,800","$3,075",,,,,,,,,,,,,,,,,,
Shooter (2007),"$4,634,355","$2,815,303","$513,983","$2,086,361","$3,802,681","$301,859","$431,425","$621,379","$698,117","$393,230","$785,303","$356,630","$228,072","$184,270","$242,435","$555,057","$205,136","$111,057","$886,033","$26,505","$680,272","$97,799","$67,026","$98,671","$114,392","$378,422","$33,974","$6,693","$116,635","$2,343,999","$815,457","$499,567","$256,871","$106,196","$12,210","$3,324,969","$1,571,947","$4,494,310","$292,790","$568,121","$344,249","$652,809","$515,699","$451,597","$628,021","$104,453","$201,957",,,"$60,497",,"$12,770",,"$396,672","$533,223","$35,545","$3,668,448","$82,930","$620,925","$107,130",,"$149,551","$21,339","$63,884","$25,776","$8,399",,"$114,706","$304,371",,"$3,245,468",,,,,"$25,379",,,"$289,494",,,,,,,,,,,,,,,,,,,,,,,,,
The Hills Have Eyes 2 (2007),"$3,078,084","$1,874,671","$630,079","$2,395,844","$2,433,483","$326,674",,,"$510,751","$131,114",,"$411,640",,"$65,954",,"$108,451",,"$77,696",,"$23,806","$202,148","$28,559",,"$98,260",,,,,,"$478,832",,"$156,021",,,,,"$1,387,684",,,,"$409,932","$161,844","$121,639","$191,519",,"$128,494",,,"$256,468",,"$12,503",,,"$530,178",,"$66,422",,,,"$96,990",,"$122,636",,"$42,447",,,,,,,,,"$30,945","$74,396",,"$6,863","$16,136",,"$159,154",,,,,"$18,932","$26,358",,,,,,,,,,,,,,,,,,,
TMNT (2007),"$5,677,545","$605,443","$467,559","$468,723","$1,061,422","$633,675","$596,327","$383,179","$212,119","$240,913","$361,626","$1,236,420","$553,387","$136,178","$75,807","$706,434","$75,505","$66,644","$110,417","$28,397","$105,192","$66,677","$76,380","$7,185","$32,000","$419,206","$110,832","$48,575","$9,838","$3,872,833","$1,130,629","$1,020,916","$310,837","$234,670","$17,018",,"$3,139,674","$5,645,321","$502,272","$592,290","$277,615","$744,766","$461,160","$357,792","$216,816","$165,128","$160,748",,"$491,414","$110,000",,"$12,890",,"$118,919","$399,587","$10,882","$1,280,002","$202,713",,"$69,473",,,,"$41,528",,,,"$24,114","$139,929",,"$4,819,908","$82,290","$19,573","$30,359","$5,104",,"$4,707",,,"$72,801","$33,946","$3,670",,,,,,,,,,,,,,,"$81,131","$55,831","$40,451","$28,454","$23,161","$6,136","$20,755",
The Italian (2005),"$12,560",,,,,,,,"$7,716",,$817,,,,,,,,,,,,,,,,,,,"$140,577","$75,741",,,,,,,"$880,844",,"$308,382",,"$14,489",,"$11,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindabyne (2006),"$979,167","$140,631",,"$43,049",,,"$121,541",,"$113,157",,,,,,,"$11,066",,,,,,,,,,,,,,,,,,,,,,"$4,165,518",,"$52,038",,"$9,376",,,,,,,,,,,,,"$8,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchestra Seats (2006),"$274,857",,"$431,631",,"$12,975,724",,,,,,,,,,,,,,"$49,868",,,,,,$160,,,,,"$65,550","$546,970","$107,902","$317,447","$72,103","$83,081",,,"$309,975",,"$143,513",,,,"$57,918",,,,,,,,,"$2,044,858",,,,"$56,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Book (2006),"$1,234,324","$1,240,692","$332,869","$845,980","$995,579","$9,948",,,"$357,353","$19,843","$10,058,486","$177,161",,,,"$19,678",,"$15,183",,"$2,851",,,,,"$12,596","$111,930",,"$4,105",,"$169,767","$207,711","$88,819","$469,117",,"$28,095","$634,808","$187,906","$688,798","$97,887","$211,678",,"$60,683",,"$25,100","$5,575","$98,596",,,,,,,,"$47,541","$28,053",,"$1,260,702",,,,,,,,,,,,,,"$2,620,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love and Honor (2006),$533,"$37,174",,,,,,,,,,,,,,,,,,,,,,,,"$1,600",,,,,,,,,,"$33,523,449","$7,763",,"$47,861",,,"$38,368",,"$31,417","$6,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eklavya: The Royal Guard (2007),"$722,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$139,067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,556,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lookout (2007),"$133,533","$45,796","$14,410","$66,382","$93,179",,"$3,072","$7,475","$34,188","$5,341","$27,480",,,,"$7,430",,,,,"$2,290","$105,746","$4,618",,,,,,,,"$161,525",,,,,,,,"$17,710",,,,,"$8,902",,,,,,,,,,,,"$31,519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blades of Glory (2007),"$11,883,906","$105,697","$6,653","$1,070,514","$12,608","$58,429","$720,192","$311,846","$138,482","$327,845","$247,412",,,,,"$209,457","$125,592",,"$134,101",,"$92,196","$216,516",,"$6,532","$38,449",,"$24,983",,"$14,674","$948,433","$119,592",,,,,"$682,924","$422,253","$6,725,817",,"$1,059,568","$252,318","$471,829","$153,677",,,,,,,,,,,"$221,293","$148,006",,,"$41,885","$67,204",,,,,"$44,426",,"$3,756",,,,"$6,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are We Done Yet? (2007),"$3,028,482",,"$31,901","$116,641",,,,,"$23,166","$299,828",,,,,,,,,,,"$237,152",,,"$23,057",,,,,,"$2,080,495",,,,,"$71,691",,,"$1,875,014",,"$5,748",,,"$10,187",,,,"$187,162",,,,"$19,249",,,,"$118,405",,,"$26,498",,,,,,,,"$39,346",,,,,,"$106,246","$68,987","$59,640","$25,200","$16,742","$16,854","$40,729",,,,,,"$61,387","$85,264","$35,501",,,,,,,,,,,,,,,,,,
Grindhouse (2007),"$192,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$82,547",,"$109,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Reaping (2007),"$1,394,223","$4,714,978","$1,346,658","$807,013","$1,580,991","$371,678","$142,524","$89,630","$347,966","$102,699","$514,753","$833,356",,"$63,832","$144,423",,,"$26,585",,"$29,237","$202,533","$39,079","$41,086","$110,455","$38,785","$476,623","$22,135","$16,689","$20,619","$6,209,212","$985,982","$1,078,410","$300,515","$469,168","$17,609","$611,472","$784,250","$1,039,470","$650,490","$163,888","$387,983","$440,179","$433,058","$650,430","$229,053","$426,197","$1,173,320",,,"$185,733",,"$31,717",,"$233,046","$419,238","$29,070","$4,549,395","$38,411",,"$102,168",,,,"$31,079",,"$6,640",,"$82,746","$314,255",,,,,,,"$15,511",,,"$108,766",,,,,,,,,,,,,,,,,,,,,,,,,
Firehouse Dog (2007),"$636,968","$39,273","$104,632",,"$186,084","$6,801","$3,955",,"$3,442","$61,517",,,,,,,,,,,,,,,,"$3,828",,,,"$1,007,558",,"$429,666",,,,"$24,361",,,,,,,"$110,113",,,"$182,108","$72,588",,"$228,233","$45,230","$8,624",,,,,,,,,,,,,,,"$5,003",,,,"$22,451",,,,,,"$3,648",,,"$146,295",,,,,"$8,941","$19,538",,,,,,,,,,"$91,184",,,,,,,,,
Meet the Robinsons (2007),"$8,911,040","$7,368,312","$1,045,753","$1,645,951","$3,422,149","$1,455,559","$620,241","$1,000,190","$998,417","$545,464","$216,036","$865,340","$351,139","$115,091","$91,241","$656,393","$76,879","$139,129","$55,245","$58,899","$125,084","$235,481","$11,833","$10,474","$15,877","$548,146","$39,898","$15,475","$12,445","$7,745,678","$3,417,394","$1,717,847","$1,800,959","$519,115","$72,202","$8,628,347","$817,100","$6,967,594","$762,828","$1,065,436","$290,325","$562,494","$187,368","$165,910","$84,026","$340,876","$1,391,708",,,"$476,613",,"$55,167",,"$290,648","$940,549","$9,193","$785,433","$103,114",,"$26,670",,,,"$12,584",,"$9,979",,"$77,595","$145,696",,,,,,"$4,721","$26,447",,,"$80,125",,,,,,,,,,,,,,,,,,,,,,,,,
Seraphim Falls (2006),"$236,192","$100,168",,,,,,,,"$6,430",,,,,,,,,,,"$14,823",,"$8,841",,,"$76,399","$3,605",,"$13,525","$151,092","$27,843","$27,593","$66,859","$6,784",,,,,,,,,,"$38,498","$1,592","$16,748","$2,156",,,,,"$2,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine (2007),"$6,401,006","$2,803,735","$1,123,238","$1,816,551","$3,179,617","$215,490","$467,210","$3,024,490","$373,324","$73,719","$218,767","$49,666","$30,780","$105,483","$99,901","$377,822","$163,533","$146,125","$278,003","$33,201",,"$43,993","$41,068",,"$51,125","$178,190","$14,561","$18,460",,"$639,237","$202,514",,"$125,346","$115,056",,"$1,647,942","$1,033,867","$1,586,917","$460,847","$294,848","$367,868","$378,896","$302,580","$595,954","$292,529","$99,263",,,"$15,757","$37,623",,"$4,813","$3,675,753","$264,525","$124,884","$18,693","$628,303","$15,151",,"$29,152",,"$192,948",,"$51,862",,,,"$34,350","$151,149","$37,933",,,,,,,,,"$41,264",,,,,"$2,757","$7,173",,,,,,,,,,,,,,,,,,,
Copying Beethoven (2006),"$75,806","$1,356,221","$237,559","$354,512",,"$191,580",,,"$183,258",,"$111,400","$140,889",,,,,,,,"$9,239",,,"$3,298",,,,,,,"$294,376",,"$106,005","$200,951","$20,402","$29,720",,"$2,564","$421,174",,"$43,610",,,,"$39,501","$6,972","$48,090",,,,,,"$2,266",,"$11,914","$30,000",,"$1,886,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hoax (2006),"$593,193","$1,192,487","$634,345",,"$209,335",,"$66,689","$19,144","$160,396",,"$106,712","$315,572",,,,"$33,456","$42,068","$28,473",,,"$39,809","$12,980",,,,,,"$9,237",,,"$760,676",,,,,,"$194,108",,,,,,,,,,,,,,,,,,"$171,262",,,,,,,,,"$17,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goya's Ghosts (2006),"$225,933","$2,198,929","$1,199,024","$424,036","$288,122","$119,799","$9,165","$40,474","$128,834","$17,025","$30,683","$226,422",,"$33,710","$5,597","$8,073",,"$963,041","$31,841","$30,768","$11,050",,,,"$16,127","$146,600",,"$31,382","$11,640","$234,554","$314,574",,"$14,176",,,"$947,510","$409,900",,,,,,,"$32,256",,,,,,,,,,"$64,386","$117,242",,"$28,911","$8,473",,"$18,787",,,,"$11,136",,,,,,,,,,,,,,,"$47,276",,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Stranger (2007),"$1,401,605","$5,658,763","$2,273,376","$2,216,086","$4,650,952","$596,357","$203,457","$399,447","$682,459","$651,226","$790,911","$1,082,255",,"$537,125","$248,911","$148,484","$72,578","$65,513","$495,834","$42,546","$202,266","$62,885","$123,391","$131,630","$103,854","$658,871","$40,197","$38,067","$127,756","$3,954,050","$2,210,902","$519,818","$742,891","$57,001","$83,854","$6,351,999","$3,753,538","$2,728,780",,"$287,230","$206,668","$192,662","$260,736","$440,057","$92,594","$210,373","$295,316",,,"$109,885","$91,266","$21,140",,"$524,372","$417,898","$44,873","$3,859","$38,133",,"$98,658",,,,"$110,640",,"$90,961",,"$451,854",,,,"$143,076","$79,385","$40,297","$58,953","$54,414","$20,057","$36,646","$373,203","$362,258","$143,132","$11,748",,"$50,339","$55,981","$20,869",,,,,,,,,,,,,,,,,,
Disturbia (2007),"$3,574,828","$1,274,696","$2,260,670","$1,914,908","$3,524,199","$328,736","$340,187","$194,778","$1,249,621","$220,950","$1,134,743","$541,489","$158,632","$173,813","$95,337","$141,755","$211,249","$106,092","$457,502","$19,064","$357,260","$75,288","$15,325","$70,537","$36,347","$214,062","$25,570","$4,572","$47,471","$2,559,691","$884,427","$705,792","$395,827","$137,859",$962,"$952,421","$860,493","$3,953,867","$282,000","$326,364","$189,929","$249,009","$237,146","$387,370",,"$186,827","$342,422","$334,034",,"$118,077",,,,"$368,641","$778,290","$24,499","$4,169,821","$20,583",,"$42,271",,"$124,105",,"$53,342","$33,489","$7,950",,"$59,604","$273,637",,,,,,"$21,853","$11,401",,,"$40,844",,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder (2007),"$406,517","$4,596,510","$1,555,164","$1,979,641","$13,096","$152,072",,,,"$50,731",,,,"$482,354",,,,"$64,174",,"$13,734","$344,894","$32,279","$71,605",,,,,,,"$1,957,922","$588,576","$347,466","$199,981","$122,882","$10,835",,"$3,697,773",,,"$337,506","$473,923","$233,489","$422,328",,"$245,259","$220,176","$169,485","$203,628","$227,291","$64,134","$25,135","$29,733",,,"$127,204",,,,,"$66,392",,"$91,339",,,,,,"$387,536","$304,111","$69,673",,"$202,966","$42,535","$66,364",,,"$16,189",,,,,,,"$13,335","$24,565",,,,,,,,,,,,,,,,,,,
La Vie En Rose (2007),"$3,335,037","$1,754,341","$1,458,533","$4,922,149","$42,651,332","$657,236","$1,293,058","$1,130,927","$1,444,528","$161,011","$693,645","$132,533",,,"$119,065","$602,925","$466,702","$726,572","$1,778,039","$94,546","$5,048","$20,739","$32,636","$11,885","$29,504","$1,132,085",,"$18,676","$65,770","$781,352","$1,400,510","$136,182","$498,543","$182,652","$83,788","$3,073,313","$192,518","$2,451,502","$81,966","$799,349",,"$33,217",,"$62,215",,"$113,535",,,,,,"$1,844","$10,301,706","$385,727","$40,201",,"$1,933,988","$72,242",,"$59,845",,,,"$46,754",,,,,,,,,,,,,,,"$13,374",,,,,,,,,,,,,,,,,,,,,,,,,
Fracture (2007),"$6,684,382","$2,505,159","$3,521,113","$4,537,153","$8,306,643","$683,473","$410,400","$180,808","$1,833,299","$603,937","$1,087,745","$538,626","$511,012","$41,925","$535,890","$379,033","$127,917","$44,781","$1,103,677","$38,715","$53,385","$79,796","$129,013","$34,544","$123,023","$695,833","$35,115","$41,662","$39,078","$4,720,398","$2,582,495","$793,234","$1,211,338","$228,007","$105,496",,"$355,000","$2,549,415","$209,612","$209,828","$48,638","$249,726","$105,418","$878,095","$262,486","$210,947","$234,816",,"$126,846","$93,900",,"$29,819",,"$760,059","$709,160","$46,036",,"$91,694",,"$59,807",,,,"$92,915",,"$12,355",,,,,,,,,,"$42,436",,,"$355,944",,,,,,"$35,044",,,,,,,,,,"$678,442",,,,,,,,,
Vacancy (2007),"$3,848,013","$1,468,372","$1,027,826","$884,627","$881,270","$246,842",,,"$297,982","$157,154",,"$487,584",,"$103,730","$146,117","$158,401",,,,,"$299,134","$23,918","$33,710","$47,266",,,,,,"$1,984,029",,"$652,509",,"$65,305","$12,616","$532,401","$427,050",,,,"$230,082","$207,517","$229,992","$218,310","$99,400","$114,612","$132,785",,,"$97,004","$30,795","$19,843",,,"$213,948",,"$3,824","$26,025",,,,,,,,"$16,104",,"$152,921",,"$90,535",,"$177,817","$81,636","$74,737",,,"$10,129","$11,016",,,,,,"$17,000","$17,000","$20,482",,,,,,,,,,,,,,,,,,
Confetti (2006),"$3,908,918","$6,002","$21,740","$23,698","$11,503","$6,261",,,,"$82,906",,,,,,,"$11,994",,,,,,,,,,,,,,,,,,,,,"$459,446",,"$136,928",,,,,,,,,,,,,,,,,,,,,,"$5,237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Bean's Holiday (2007),"$43,813,658","$9,829,098","$7,493,771","$25,127,570","$8,530,347","$2,674,083","$2,299,635","$2,970,973","$3,211,472","$2,258,928","$6,675,006","$413,564","$823,633","$824,463","$921,672","$2,228,102","$3,285,332","$853,444","$4,168,842","$171,838","$1,328,061","$323,985","$120,780","$87,032","$229,314","$3,012,936","$490,916","$155,905","$405,084","$4,800,896","$4,190,443","$576,332","$260,585","$309,265","$69,615","$4,132,725","$2,192,496","$14,032,488","$2,870,460","$2,445,420","$2,237,078","$2,583,309","$539,954","$814,659","$839,979","$460,624","$753,142","$480,405",,"$112,500",,"$11,689",,"$3,849,763","$2,887,271","$305,362","$961,681","$635,021","$1,558,208","$384,955","$16,742","$1,043,056",,"$327,722","$599,802","$8,549","$7,980","$2,039,755","$1,572,348","$189,252","$3,048,163",,,,,"$44,603",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider-Man 3 (2007),"$67,865,237","$24,664,518","$26,340,543","$29,504,724","$54,590,623","$1,470,550","$5,930,501","$3,621,687","$5,412,600","$2,545,163","$4,275,875","$4,692,469","$1,404,046","$1,439,035","$771,886","$3,752,120","$1,420,336","$900,837","$4,113,104","$200,068","$2,360,566","$378,109","$149,168","$431,311","$211,951","$3,882,418","$301,508","$104,499","$218,131","$36,846,766","$24,204,031","$3,017,668","$4,584,691","$2,916,160","$262,822","$58,320,289","$13,876,793","$19,658,418","$7,202,197","$2,798,506","$4,925,519","$5,148,225","$9,143,001","$4,932,087","$6,053,014","$2,475,604","$3,570,900",,,"$1,593,085","$511,265","$400,371",,"$3,733,582","$2,608,126","$120,559","$33,960,701","$177,565",,"$148,290","$231,081",,,"$166,860",,"$206,322",,"$16,402,484","$5,216,902","$316,489","$18,991,487","$959,554","$375,751","$291,508","$134,882","$280,597","$123,015","$78,943","$3,225,181","$2,708,771","$1,237,985","$183,261",,"$350,480","$354,093","$69,880",,,,,,,"$139,605",,,,,,,,,,"$264,121",
Lucky You (2007),"$278,368","$217,278","$201,843","$193,388","$825,000",,,,"$33,751",,,,,,,,,,,,"$57,671",,,,,,,,"$9,835",,,,,,,,,"$767,258",,,,,"$101,875",,,,,,,,,,,,,,,,,,,,,,,,,"$7,139",,,,,"$4,101",,,"$5,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharkwater (2006),"$6,301",$37,,"$85,849","$539,354",,"$2,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$144,242",,"$7,669",,"$12,237",,,,,,,,,,,,"$6,322",,,,,,,,,,,,,,,,,,,,,,,,,"$3,264",,,,,,,,,,,,,,,,,,,,,,,,,
Tales from Earthsea (2006),"$232,555","$11,455","$199,415",,"$1,340,384",,"$14,500","$10,637","$33,632",,"$2,218","$29,324",,,,,"$168,203",,,,,,,,,,,,,,,,,,,"$730,830","$170,100","$139,389","$881,873",,,,,"$431,353",,,,,,,,,"$48,658",,,,"$1,167,654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year of the Dog (2007),"$26,248",,,,,,,,,,,,,,,,,,,,"$13,582",,,,,,,,,,,,,,,,,"$21,870",,"$3,046",,,,,,,,,,,,,,,,,,,"$1,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flying Scotsman (2006),"$391,659",,,"$99,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,693",,"$501,832",,"$6,954",,,,,,,,,,,,"$3,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndromes and a Century (2006),"$43,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,156",,,,,,,,,,,,,,,,,,,,,,,"$16,675","$4,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Road (2006),"$647,692","$39,789","$64,972",,,,,"$1,717","$11,436",,,,,,,"$75,902",,,,,,,,,,"$20,100",,"$4,836",,,"$46,728",,,,,,,"$20,528",,,,,,"$6,726",,,,,,,,,,,"$8,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day Watch (2006),"$395,710","$1,502,815","$27,064","$676,601","$39,750","$25,486","$10,417","$10,914",,"$5,328",,"$121,956",,"$1,957,115",,,,"$32,080",,"$16,542","$20,227",,"$30,927",,,"$91,369",,,"$1,071","$344,910","$3,682",,,,,"$72,469","$31,965,087","$105,188",,"$37,034",,"$79,392","$131,143",,,"$42,298",,,"$39,962",,,,"$450,897","$92,307",,,"$4,831",,,"$111,497",,"$62,181",,"$233,446",,,,,,,,,"$4,595",,,,,,,,,,,,"$5,431",,,,,,,,,,"$22,140",,,,,,,,,
This Is England (2006),"$3,144,754","$739,369","$304,710",,"$1,408,593",,"$1,375,066","$189,699","$25,068",,,,,,,"$101,129",,,,,,"$15,316",,,,"$30,448",,,,,,,,,,,,"$651,380",,"$59,039",,,,,,,,,,,,,"$329,379",,"$59,440",,"$47,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Away from Her (2006),"$302,013","$565,387","$136,316","$405,582","$756,249",,,"$28,864","$25,201","$50,360","$45,210",,,,"$4,757","$43,233",,,"$371,773",,,"$5,959",,,,,,,"$3,731","$220,826","$226,539",,"$183,918","$107,796","$42,394",,"$1,011","$530,541",,"$95,573",,"$54,861",,,,"$49,615",,,,,,,,"$258,570",,,"$103,002","$3,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knocked Up (2007),"$16,386,177","$1,969,909","$2,675,757","$9,496,661","$1,883,197","$1,038,250","$1,115,091","$1,082,397","$803,116","$832,076","$1,111,809","$465,618","$705,854","$672,698","$548,074","$351,901","$489,692","$272,846","$1,152,003","$103,159","$167,902","$151,395","$65,643","$24,510","$172,466","$448,831","$166,630","$12,889","$31,604","$2,215,555","$675,205","$456,281","$186,229","$132,254","$28,064","$39,876","$3,311,742","$12,512,375","$91,219","$1,260,230","$152,135","$234,852","$92,293","$421,613",,"$206,719","$145,429","$266,747",,"$95,686",,,,"$2,212,301","$859,766","$149,336",,"$222,686","$64,016","$106,044",,"$341,392",,"$95,042","$50,024","$9,762",,,,"$56,282",,,,,,"$23,441",,,"$40,749",,,,,,,,,,,,,,,,,,,,,,,,,
Hairspray (2007),"$25,780,499","$3,817,868","$4,599,556","$1,722,974","$3,978,557","$98,348","$1,085,727","$930,824","$850,192","$972,694","$2,159,532","$174,202","$435,520","$34,133","$94,453","$574,645","$221,496","$23,045","$540,564","$24,031","$136,649","$135,414","$28,666","$22,930","$35,780","$507,892","$27,312","$10,239","$18,763","$1,803,672","$1,186,687","$97,207","$580,630","$57,134","$18,803","$8,016,810","$385,884","$14,407,764","$522,121","$1,991,518","$176,348","$610,786","$175,982","$582,052","$146,688","$116,844","$8,995",,"$279,968","$81,914",,"$8,035","$118,946,291","$443,611","$332,811","$27,308","$2,210,810","$40,805",,"$31,222",,,,"$36,376",,"$17,691",,,,,,,,,,"$13,962",,,"$172,260",,,,,,"$66,000",,,,,,,,,,"$990,259",,,,,,,,,
28 Weeks Later (2007),"$10,636,316","$4,576,757","$734,112","$2,220,927","$2,576,559","$94,036","$273,143","$614,794","$420,571","$28,434",,"$690,561",,"$98,807",,,"$108,472",,"$208,301",,"$138,776","$62,851","$35,623","$50,263","$22,420","$185,693","$22,608",,,"$1,662,497","$167,103","$505,147","$229,804","$141,440","$16,795","$1,283,662","$1,536,405","$2,068,055","$564,365","$352,427","$356,430","$404,328","$303,977","$688,036","$401,676","$147,136","$114,937",,"$298,948","$72,102","$32,964","$13,184",,"$364,905",,"$53,861",,"$16,638",,"$94,444",,,,"$53,341",,,,"$90,640","$229,157",,,,"$54,677","$56,446",,,"$3,563",,"$145,869",,,,,"$10,522","$25,512",,,,,,,,,,"$48,745",,,,,,,,,
Shrek the Third (2007),"$78,790,741","$30,434,647","$29,823,042","$30,774,514","$45,940,960","$18,014,551","$6,095,419","$6,016,994","$8,131,545","$3,266,717","$8,354,626","$3,711,792","$2,769,217","$2,190,826","$3,672,401","$7,124,928","$2,520,128","$3,196,203","$5,281,600","$749,654","$1,405,518","$527,094","$239,469","$175,439","$382,267","$1,895,837","$521,751","$124,545","$109,597","$24,833,168","$19,675,493","$3,522,403","$6,162,550","$3,004,543","$401,756","$12,536,926","$23,584,124","$28,730,397","$2,757,750","$5,062,072","$1,385,017","$2,327,810","$2,317,292","$2,811,454","$619,231","$1,782,685","$3,971,392",,,"$840,855",,"$129,063",,"$4,305,584","$4,855,854","$353,952","$19,245,701","$470,807","$1,060,994","$579,094",,"$3,874,059",,"$428,116","$190,900","$21,431","$4,098","$1,036,518","$676,110",,"$1,009,994",,,,"$48,049","$87,612",,,"$3,700,560",,,,,,,,,,,,,,,,,,,,,,,,,
Once (2007),"$1,340,432","$879,999","$746,500","$1,382,976","$715,687","$73,016","$361,755","$241,878","$44,298",,"$4,783",,,,"$28,378","$192,367","$357,800","$618,253","$530,986","$40,852",,,,,,,,,"$4,409",,"$265,201",,,,,,"$52,497","$913,671","$124,689","$613,196","$14,643",,,"$58,145","$38,670",,,,,,,,"$9,439,923","$122,109",,,"$1,729,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
